,actors,Genre 1,Genre 2,Genre 3
0,Govinda | Aishwarya Rai Bachchan | Jackie Shroff | Namrata Shirodkar,Romance,,
1138,Dharmendra | Sunny Deol | Bobby Deol | Neha Sharma,Action,Comedy,Drama
1139,Mohammed Zeeshan Ayyub | Ashok Banthia | Devender Chaudhary | Manish Chaudhary,Thriller,,
1140,Akshay Kumar | Sonakshi Sinha | Freddy Daruwala | Sumeet Raghvan,Action,Romance,Thriller
1141,Ishrat Ali | Nishant Balgovind | Sayali Bhagat | Puja Bose,Action,Drama,Thriller
1142,Akshay Kumar | Shiv Pandit | Mithun Chakraborty | Ronit Roy,Action,Comedy,Drama
1143,Madhuri Dixit | Juhi Chawla | Divya Jagdale | Priyanka Bose,Action,Drama,
1144,Ranveer Singh | Arjun Kapoor | Priyanka Chopra | Irrfan Khan,Action,Crime,Drama
1145,Ranbir Kapoor | Pallavi Sharda | Rishi Kapoor | Neetu Singh,Comedy,Romance,
1146,Aadil Abedi | Catherine Fallows | Kiran Gadalay | Raghuvardhan Garlapati,Comedy,Drama,
1147,Sunny Leone | Saahil Prem | Parvin Dabas | Sandhya Mridul,Horror,Romance,Thriller
1148,Nivedita Bhattacharya | Devyani | Shailesh Hejmady | Neha Iyyer,Drama,Mystery,Thriller
1149,Shradha Das | Eijaz Khan | Ravi Kishan | Atul Mathur,Comedy,,
1150,Vikas Anand | Sweety Chhabra | Farida Dadi | Raja Duggal,Romance,,
1151,Rati Agnihotri | Neelima Azim | Rohit Bakshi | Vishal Bhosle,Thriller,,
1152,Shahid Kapoor | Ileana | Padmini Kolhapure | Mukesh Tiwari,Action,Comedy,
1153,Arshad Warsi | Amrita Rao | Boman Irani | Saurabh Shukla,Comedy,Drama,
1154,Zakir Hussain | Nasser | Vivek Oberoi | Neha Sharma,Action,Comedy,Romance
1155,Sarita Joshi | Purab Kohli | Mita Vasisht | Rajendranath Zutshi,Drama,Family,
1156,Rekha | Sharman Joshi | Randhir Kapoor | Anupam Kher,Drama,,
1157,Benjamin Gilani | Luke Kenny | Kirti Kulhari | Ashwin Mushran,Drama,Horror,Thriller
1158,Nana Patekar | Atul Kulkarni | Ganesh Yadav | Ferzad Jehani,Drama,,
1159,Naseeruddin Shah | Madhuri Dixit | Arshad Warsi | Huma Qureshi,Comedy,Drama,Romance
1160,Naveen Kasturia | Mayank Tewari | Aditi Vasudev | Karan Mirchandani,Comedy,Romance,
1161,Aparna Bajpai | Karanvir Bohra | Joe Debroy | Veena Malik,Horror,,
1162,Naseeruddin Shah | Randeep Hooda | Taran Bajaj | Harsh Chhaya,Drama,,
1163,Jacky Bhagnani | Priya Anand | Rajpal Yadav | Amitosh Nagpal,Action,Drama,Adventure
1164,Ali Zafar | Yami Gautam | Anupam Kher | Kiron Kher,Comedy,Drama,Romance
1165,Salman Khan | Ileana | Anupam Kher | Varun Dhawan,Action,Comedy,Romance
1166,Annu Kapoor | Anupam Maanav | Saranya Mohan | Nishan,Drama,,
1167,Manish Paul | Dean Alexandrou | Elli Avram | Varun Badola,Comedy,Thriller,
1168,Rani Mukerji | Randeep Hooda | Saqib Saleem | Nawazuddin Siddiqui,Drama,,
1169,Jigna Bhardwaj | Chutki | Kaustav Ghosh | Rajesh Kava,Animation,Adventure,Fantasy
1170,Arjun Kapoor | Prithviraj Sukumaran | Jackie Shroff | Rishi Kapoor,Action,Drama,Thriller
1171,Priya Anand | Richa Chadda | Kapil Dubey | Ali Fazal,Comedy,Drama,Romance
1172,Divya Dutta | Arbaz Kadwani | Taaha Shah | Doorva Tripathi,Comedy,Drama,
1173,Hussain Kuwajerwala | Paresh Ganatra | Rio Kapadia | Shivani Tanksale,Sci-Fi,,
1174,Tusshar Kapoor | Vinay Pathak | Ranvir Shorey | Vishakha Singh,Comedy,Drama,Thriller
1175,John Abraham | Nargis Fakhri | Rashi Khanna | Avijit Dutt,Action,Drama,History
1176,Sanjai Mishra | Vishwa S. Badola | Ranjan Chhabra | Zakir Hussain,Comedy,Drama,
1177,Sanjay Dutt | Prachi Desai | Prakash Raj | Om Puri,Action,Comedy,Drama
1178,Rhea Chakraborty | Ali Fazal | Smita Jaykar | Raghav Juyal,Drama,,
1179,Arshad Warsi | Soha Ali Khan | Rajesh Balwani | Geeta Basra,Comedy,,
1180,Hrithik Roshan | Katrina Kaif | Pavan Malhotra | Danny Denzongpa,Action,Adventure,Comedy
1181,Mohinder Gujral | Yuvraj Haral | Vijayant Kohli | Neha Pawar,Drama,Romance,
1182,Tisca Chopra | Paoli Dam | Arjun Mathur | Kay Kay Menon,Drama,Thriller,
1183,Swati Aggarwal | Arya Babbar | Kurush Deboo | Adi Irani,Drama,,
1184,Mimoh Chakraborty | Mithun Chakraborty | Yuvika Chaudhry | Zakir Hussain,Action,Crime,Drama
1185,Asrani | Arun Bakshi | Dinesh Hingoo | Preeti Jain,Comedy,,
1186,Abhay Deol | Preeti Desai | Lillete Dubey | Rati Agnihotri,Comedy,Drama,Romance
1187,Wamiqa Gabbi | Izabelle Liete | Mehak Manwani | Highphill Mathew,Drama,Romance,Thriller
1188,Vibha Chhibber | Ram Kapoor | Satish Kaushik | Gulfam Khan,Drama,,
1189,Akshay Kumar | Tamannaah Bhatia | Johnny Lever | Prakash Raj,Comedy,,
1190,Alia Bhatt | Randeep Hooda | Durgesh Kumar | Arjun Malhotra,Drama,Romance,
1191,Sushant Singh Rajput | Parineeti Chopra | Vaani Kapoor | Rishi Kapoor,Comedy,Drama,Romance
1192,Siddharth Gupta | Simran Kaur Mundi | Pallavi Batra | Roopa Ganguly,Comedy,Romance,
1193,Priyanka Chopra | Zachary Coffin | Darshan Kumaar | Darshan Kumar,Biography,Drama,Sport
1194,Tinnu Anand | Mahesh Balraj | Mithilesh Chaturvedi | Vir Das,Comedy,,
1195,Saif Ali Khan | Ileana | Kalki Koechlin | Ranvir Shorey,Comedy,Romance,
1196,Soha Ali Khan | Zakir Hussain | Seema Biswas | Mukesh Tiwari,Drama,Thriller,
1197,Vicky Ahuja | Ajaz Khan | Maarisha | Javed Rizvi,Crime,,
1198,Saif Ali Khan | Ritesh Deshmukh | Ram Kapoor | Bipasha Basu,Comedy,,
1199,Kartik Tiwari | Mishti | Rishi Kapoor | Mithun Chakraborty,Drama,Musical,Romance
1200,Ranbir Chakma | Nikhil Desai | Raj Kesaria | Rohan Khurana,Drama,Romance,Thriller
1201,Brijesh Kori | Sapna Choubisa | Shreechand Makhija | Rohit Raj,Drama,,
1202,Anjori Alagh | Karan Ashar | Asif Basra | Seema Biswas,Drama,,
1203,Puneet Singh Ratn | Sharvanand | Anaika Soti | Mahesh Thakur,Crime,,
1204,Santosh Barmola | Jitin Gulati | Manjari Phadnis | Suzana Rodrigues,Adventure,Thriller,
1205,Tiger Shroff | Kriti Sanon | Parth Akerkar | Anuradha Chandan,Action,Romance,
1206,Deepika Padukone | Arjun Kapoor | Naseeruddin Shah | Dimple Kapadia,Comedy,Drama,Romance
1207,BuAli Shah | Pragathi Yadhati | Adnan Khalid | C. Jenner Jose,Thriller,,
1208,Raghuvir Yadav | Zakir Hussain | Yatin Karyekar | Irfan Raza Khan,Drama,,
1209,Shweta Bhardwaj | Gulshan Grover | Adi Irani | Farida Jalal,Thriller,,
1210,Sidharth Malhotra | Parineeti Chopra | Adah Sharma | Manoj Joshi,Comedy,Romance,
1211,Aparna Bajpai | Ravish Desai | Karan Kundra | Nandini Vaid,Horror,,
1212,Shahbaz Baweja | Umesh Gautam | Nandini Jumani | Ravindra Kale,Comedy,,
1213,Nazia Hussain | Salim Khan | Aasad Mirza | Saira Mirza,Romance,,
1214,Satyakam Anand | Aparajit Bhattacharjee | Richa Chadda | Aditi Khanna,Drama,,
1215,Ashrita Agarwal | Arsh Deol | Manoj Joshi | Hemant Pandey,Comedy,,
1216,Kangana Ranaut | Vir Das | Zakir Hussain | Jami Jafry,Action,Comedy,Crime
1217,Farhan Akhtar | Vidya Balan | Vir Das | Ram Kapoor,Comedy,Romance,
1218,Indrapal Ahuja | Neha Baam | Vikram Dahiya | Rakesh Deewana,Drama,,
1219,Naseeruddin Shah | Sunny Leone | Sachiin Joshi | Bharath Niwas,Comedy,Thriller,
1220,Nishant Dahiya | Pragya Jaiswal,Comedy,,
1221,Kangana Ranaut | Rajkummar Rao | Lisa Haydon | Mish Boyko,Adventure,Comedy,Drama
1222,Rupa Bhimani | Vivaan Bhimani | Parignya Pandya Shah,Animation,,
1223,Adhyayan Suman | Ariana Ayam | Deepti Naval | Om Puri,Drama,Family,Romance
1224,Manu Rishi Chadha | Naresh Gosain | Dimple Kapadia | Deepti Pujari,Adventure,Comedy,Drama
1225,Vidya Balan | Ali Fazal | Mahima A | Abhishek C,Comedy,Drama,Thriller
1226,Emraan Hashmi | Kangana Ranaut | Sanjay Dutt | Randeep Hooda,Comedy,Drama,Thriller
1227,Farooq Shaikh | Victor Banerjee | Pavan Malhotra | Indraneil Sengupta,Drama,History,War
1228,Ranveer Singh | Ali Zafar | Parineeti Chopra | Govinda,Action,Crime,Drama
1229,Himansh Kohli | Vivek Bhatnagar | Nicole Faria | Gulshan Grover,Drama,Romance,
1230,Tabu | Shahid Kapoor | Shraddha Kapoor | Kay Kay Menon,Crime,Drama,Romance
1231,Aditya Roy Kapoor | Parineeti Chopra | Anupam Kher,Comedy,Drama,Romance
1232,Amitabh Bachchan | Ajay Devgn | Vidya Balan | Sunny Deol,Animation,Action,
1233,Sahil Anand | Parvin Dabas | Erica Fernandes | Preet Kamal,Comedy,Drama,Romance
1234,Jimmy Shergill | Nushrat Bharucha | Arif Zakaria | Asif Basra,Horror,Thriller,
1235,Shiv Darshan | Hasleen Kaur | Aham Sharma | Tanya Malik,Action,Romance,
1236,Pulkit Samrat | Bilal Amrohi | Sarah-Jane Dias | Mandira Bedi,Comedy,Drama,
1237,Ayushmann Khurrana | Sonam Kapoor | Rishi Kapoor | Swedha Singh,Comedy,Drama,Romance
1238,Mohammed Zeeshan Ayyub | Tarun Dudeja | Emraan Hashmi | Narendra Jetley,Drama,Thriller,
1239,Rani Mukerji | Tahir Raj Bhasin | Gautam Babbar | Probir Dutt,Action,Drama,Thriller
1240,Sanjiv Chopra | Chinmay Mandlekar | Suhas Sirsat | Sukhada Yash,Drama,Musical,
1241,Omkar Das Manikpuri | Rajeev Verma | Dev Gohar | Satya Khare,Sci-Fi,,
1242,Mahesh Balraj | Bugs Bhargava | Hardik Bothra | Makrand Deshpande,Drama,Family,Sport
1243,Jacky Bhagnani | Neha Sharma | Farooq Shaikh | Boman Irani,Drama,,
1244,Asif Basra | Anshuman Jha | Yoshika Verma | Amit Sial,Comedy,Drama,
1245,Sanjay Chauhan | Jasleen Matharu | Kanwaljeet Matharu | Kesar Matharu,Thriller,,
1246,Sharman Joshi | Mahie Gill | Asrani | Parambrata Chatterjee,Comedy,Drama,
1247,Amitabh Bachchan | Boman Irani | Parth Bhalerao | Sanjay Mishra,Comedy,Drama,Fantasy
1248,Harman Baweja | Harsh Chhaya | Sunny Deol | Rajit Kapoor,Action,Thriller,
1249,Deepak Dobriyal | Keeya Khanna | Sanjay Mishra | Yashpal Sharma,Comedy,,
1250,Ashok Banthia | Rishabh Chaddha | Badrul Islam | Simran Jehani,Comedy,Romance,
1251,Jyoti Rana | Shashi Wadia | Tarun Arora | Mahek Chahal,Thriller,,
1252,Gajendra Chouhan | Shroff Jackie | Sanjay Kapoor | Sonia Mann,Drama,Musical,Romance
1253,Hritu | Sunny Singh | Gavie Chahal | Arbaaz Ali Khan,Horror,,
1254,Ajay Sinh Rathod | Prachi Sinha,Action,,
1255,Sushant Singh | Surveen Chawla | Jay Bhanushali | Siddharth Kher,Drama,Romance,Thriller
1256,Bipasha Basu | Imran Abbas | Mukul Dev | Deepraj Rana,Horror,Sci-Fi,
1257,Ramgopal Bajaj | Ajay Bhandari | Barkha Bisht | Priyanshu Chatterjee,Mystery,,
1258,Kannan Arunachalam | Vinod Khanna | Roopali Krishnarao | Sunil Shetty,Action,Drama,
1259,Himesh Reshammiya | Yo Yo Honey Singh | Irrfan Khan | Zoya Afroz,Thriller,,
1260,Satish Kaushik | Tanvi Azmi | Vinay Jain | Sharad Ponkshe,Comedy,,
1261,Varun Dhawan | Alia Bhatt | Sidharth Shukla | Ashutosh Rana,Comedy,Drama,Romance
1262,Rati Agnihotri | Param Baidwaan | Kashika Chopra | Sammy Durrani,Drama,,
1263,Jimmy Shergill | Mohit Marwah | Kiara Advani | Vijender Singh,Drama,Thriller,
1264,Rajkummar Rao | Mallhar Goenka | Manav Kaul | Patralekhaa,Drama,Thriller,
1265,Armaan Jain | Deeksha Seth | Nikita Dutta | Rohini Hattangadi,Comedy,Romance,
1266,Salil Acharya | Kavin Dave | Anindita Nayar | Rannvijay Singh,Horror,Romance,
1267,Sonam Arora | Arun Bakshi | Piyush Bhalodiya | Deepak Bhatia,Thriller,,
1268,Akshay Oberoi | Parvathy Omanakuttan | Dipannita Sharma | Arunoday Singh,Horror,Thriller,
1269,Saahil Prem | Amrit Maghera | Salah Benlemqawanssa | Akilesh Unnitan,Drama,Musical,
1270,Vir Das | Anindita Nayar | Natasha Rastogi | Kavi Shastri,Comedy,Romance,
1271,Anupam Kher | Neha Dhupia | Divyendu Sharma | Manu Rishi Chadha,Comedy,,
1272,Akshay Kumar | Lisa Haydon | Rati Agnihotri | Cyrus Broacha,Comedy,,
1273,Rajesh Bakshi | Jay Bhanushali | Claudia Ciesla | Akhil Kapur,Action,,
1274,Manoj Amarnani | Nancy Brunetta | Anokhi Dalvi | Parth Naik,Comedy,Romance,
1275,Rati Agnihotri | Mansha Bahl | Rajneesh Duggal | Shubhashree Ganguli,Action,,
1276,Deepak Chadha | Harshvardhan Deo | Sneha Deori | Vineeta Malik,Drama,,
1277,Shiv Pandit | Piaa Bajpai,Comedy,Romance,
1278,Mohan Joshi | Shakti Kapoor | Nitika Sharma | Aryan Vaid,Mystery,,
1279,,nan,,
1280,Manish Choudhary | Suzanna Mukherjee | Poonam Pandey,Horror,,
1281,,nan,,
1282,Vir Das | Sandeepa Dhar | Rahul Handa | Dimple Kapadia,Comedy,,
1283,Shradha Das | Mohan Kapoor | Mannara | Karanvir Sharma,Thriller,,
